user_name,nickname,bio_content,followers,following,keyword_repetitions,follower_following_ratio,total_favs,total_lists
Tsai Rox,tsairox,"Promoter, Science, Unix, Linux, FOSS, Tech, Hack, OS + Wine geek!  What excites you? Twitter excites me!",318205,81007,4,3.928117323194292,278,613
Day Trade Alerts,AlertTrade,"Apr-28 SHORT ALERT $SGI +13% ➡ Alerted @ 09:37 →  via https://t.co/SEx97zSaRh ➡ Alerts are 100% automated, unbiased and with zero human intervention.",80135,80638,4,0.9937622460874526,1626,1879
Ricky Jarman,RickyJarman1,"Award Winning Singer/Songwriter/Model/Actor Book: rickyjaybooking@gmail.com Press: pr@rickyjarman.com~ Be the change u wish 2 c in the world #HarmonixFactory",101230,80341,19,1.260004231961265,5541,642
MendozaOpina.com,mendozaopina,"Es un espacio de interacción y participación ciudadana en la construcción de noticias. Es un medio independiente, responde solamente a la opinión de lectores.",81315,79527,1,1.02248293032555,882,348
Chirp.At,TheChirpNetwork,"https://t.co/17FCPxa5gt Create Web Apps & Business Communities... https://t.co/hha33ntG9k List, Support & Promote Businesses! Also @BizHour A #ChirpLtd Network",83635,78012,1,1.072078654565964,9565,1312
Rodney Mason,rodmoose,GVP & top followed marketer on social Tweets mine not Blackhawk's Speak @SXSW & others https://t.co/vQwT7QUeyy https://t.co/7qJV8ugxo1,118516,77009,1,1.538988949343583,148,1451
Wolfgang Peters,Wulffy,"Web & Starbucks addict, Movie fan, SEO nerd, Likes China, Trance & House https://t.co/y9cHsbtS6a & http://t.co/zzaQRMJfVJ",74674,74910,1,0.9968495527966894,552,850
In2town Magazine,In2townmagazine,,87273,74870,2,1.165660478162148,27,288
Ni-Marketing / Promo,Ni_Marketing,"#1 Online Promo! Work with DJ Kay Slay / Straight Stuntin Mag / Wendy Williams / Red Man / DJ Funk Master Flex & Tons of Signed & Unsigned artist  908.964.7777",105972,74248,1,1.427270768236181,21,746
Twistools,twistools_en,"The best #marketing advices on Twitter. Follow us and get famous!",159086,74209,5,2.143756148176097,418,1356
شرقاوية كيوت,sweet_nawarh,"لو كان قلبي معى ما اخترتُ غيركم. ~
ولا رضيتُ سِوَاكُمْ في الهَوى بدَلا",79418,73249,2,1.084219579789485,77,55
@PatriotsExtra,PatriotsExtra,"Real Opinions and Real Views from the Fans. #PatriotsNation #1 Voted Fan Site",70103,72218,1,0.9707136724916225,1875,380
ScorpioAreUs ♏,ScorpioAreUs,"SCORPIO ARE US IS YOUR 24/7 SCORPIO CHANNEL /-/ Made Popular by the #Scorpio of Twitter /-/ #FOLLOW US ♏ DM for all business",138819,71982,1,1.928523797616071,1,454
First,NewYork_Minutee,Vacay Life,114261,71709,1,1.593398318202736,99,113
オクノ総研総裁@SO3団,junokuno,音楽機材に埋もれて暮らす病的音楽ヲタ。Tweetネタは音楽にこだわらない。Tweetは気まぐれの思いつきベースで何でもあり。あほネタ、マジネタが入り乱れているのでややこしい。現在、俺様メディア再構築中。別垢 @so3club https://t.co/2q9mRokIOA 本業は戦略コンサルタント。,69529,71276,1,0.9754896458836074,111,81
100% Jesus,DEMOLAEXPOZE,"Foundr EXPOZE
 | Attitude Is More Powerful Than Social Status

office@demolaexpoze.com",152162,70561,3,2.156460367625175,534,223
Discover News,Discover_News_,"News, world, business, travels, culture, sports, science, entertainment...",68485,69144,1,0.9904691657989124,,587
STACK,STACKMedia,We exist to inspire and empower the next generation of athletes.,106550,68702,1,1.55090099269308,9398,625
paul manzueta,paulmanzueta,"Entrepreneur, adventurer, father and friend.     .Do not forget to enjoy life .. ! Today",94137,68683,1,1.370601167683415,117,486
Uhhuhclothing,clothinguhhuh,The Finest Uhhuh Brand Clothing in the World,72551,68238,2,1.063205252205516,2,34
